SampleID,4371463,2250985,179472,174840,177520,3693042,297529,299450,125624,183121,572860,361727,183988,3682570,365385,816299,4451251,232900,193279,302545,804995,264657,276149,898309,4324245,3229180,359872,4142052,4303114,1131894,290241,4478992,960695,831834,73609,509516,572843,3369303,4478840,593422,553080,19611,323135,183572,173863,174749,175298,181008,207994,198184,4484075,1010876,2442706,327327,308631,188315,362955,189677,186319,4039230,Group
sample1,1.78493E-06,2.92128E-05,5.64033E-07,1.45397E-06,1.98922E-06,1.04699E-05,0.000620439,1.99409E-06,1.7138E-06,1.43613E-06,9.07306E-07,0.013494304,1.83479E-06,1.03451E-06,0.003965151,0,0.00011378,1.52952E-06,1.24673E-07,0.006888322,0.005146164,2.3443E-06,0.000198605,1.23306E-06,3.42568E-06,3.26724E-06,0.000171211,7.4164E-07,1.81572E-06,2.23347E-06,1.59237E-06,7.01406E-07,1.82902E-06,0,2.63397E-06,8.39308E-07,3.46522E-07,1.16348E-06,6.27243E-08,0,2.13949E-06,6.70371E-07,0.000339555,1.20343E-06,0.000114862,1.03639E-06,2.19003E-06,2.26489E-06,8.03183E-07,1.36392E-06,3.03731E-05,0.000507588,0.000395411,1.50256E-06,2.94591E-06,1.14618E-06,5.65387E-05,0.000112895,7.66415E-07,2.39099E-06,0
sample2,0.002830616,2.16006E-06,3.02158E-06,1.70956E-06,7.4929E-05,1.70807E-06,0.000301539,0,1.33936E-06,0,2.63951E-06,0.013406533,1.53983E-06,9.09801E-08,2.81095E-06,2.42378E-06,0.000298482,1.30839E-06,8.81809E-07,7.07258E-07,7.61321E-05,6.81684E-08,7.61811E-05,0,2.77679E-06,2.45079E-06,0,2.39766E-06,1.68283E-06,2.31128E-06,4.89775E-07,6.19375E-07,2.20476E-06,6.08613E-08,2.93488E-06,4.01222E-07,0.000372911,9.31985E-07,2.47422E-06,3.48166E-06,7.68581E-05,0.016238384,0.05384567,2.47253E-06,0.001864274,1.28262E-06,0,3.11137E-06,0,2.96384E-07,0,0.001342181,2.06188E-06,1.6289E-06,2.96818E-06,3.52919E-07,9.20701E-07,8.33325E-07,8.26518E-07,1.11794E-06,1
sample3,0,3.53464E-07,0.00010112,7.64118E-05,0.01147302,2.63608E-06,2.65725E-05,9.21236E-07,4.67794E-07,1.46807E-06,0,0.000352848,8.48467E-07,1.48011E-06,0.000879589,1.58743E-06,0.000125599,2.25426E-07,6.97357E-07,1.4419E-06,0.000102977,1.62505E-06,1.79156E-06,1.74121E-06,7.34477E-07,1.28973E-06,0.000126129,0,3.12961E-07,2.02699E-06,0,1.76861E-06,0,1.19421E-06,1.47326E-06,2.23163E-06,1.78795E-06,5.14668E-05,4.95178E-07,1.30866E-06,2.79891E-05,2.69184E-05,0.018561109,1.63899E-06,2.37921E-06,1.72932E-06,0,2.3508E-06,0.0064553,6.60863E-07,6.94256E-07,2.81991E-06,1.54442E-06,2.09548E-06,2.77355E-05,2.05513E-05,2.56698E-05,2.40115E-06,1.59432E-08,7.67394E-07,1
sample4,3.01644E-06,0.000478318,2.57792E-06,0.005431228,3.20665E-06,8.00079E-07,2.14281E-06,3.7215E-06,8.70267E-05,0.000132191,3.7933E-06,0.000783132,4.54608E-05,0.000132445,1.33736E-06,7.5086E-07,0.00730051,9.06821E-07,1.48405E-06,2.59554E-06,0.004648109,2.1344E-06,2.27087E-06,4.4932E-05,1.36878E-06,4.48729E-05,8.8687E-05,1.4849E-06,0.000133285,1.19187E-06,0.00043669,4.47784E-05,1.59403E-06,7.00153E-07,2.64787E-06,2.30923E-05,0.001478373,3.49084E-06,2.23029E-06,1.47353E-06,2.90792E-06,2.2973E-06,0.030110017,1.64053E-06,0.000262688,1.83616E-06,4.53913E-05,5.7342E-07,2.06522E-06,1.83965E-06,2.89359E-06,3.14546E-06,3.17126E-07,1.5337E-06,0.002435471,8.79025E-05,1.25452E-06,2.60973E-07,1.07641E-06,2.97077E-06,1
sample5,1.7559E-06,0.002054302,0.00109282,1.79408E-06,2.53177E-06,0.000530649,1.24515E-06,0.000895604,2.12264E-06,9.30948E-07,1.63244E-07,0.003247677,2.69152E-06,1.56249E-06,0.000497347,1.07679E-05,2.6345E-06,2.47037E-06,0.000532265,3.61339E-06,0.000266108,4.34083E-06,3.17792E-06,1.37374E-06,1.96205E-07,9.02007E-07,1.07038E-06,0.000731561,2.87494E-06,0.000565109,0.001026687,1.38022E-06,0.027793634,3.4113E-05,7.26964E-07,2.54103E-06,0.001193125,2.02573E-06,1.79566E-06,3.95235E-06,2.87162E-07,3.1555E-06,0.023055548,3.73153E-08,0.018847814,0.000166684,0,1.77514E-06,1.17005E-05,1.31885E-06,6.76887E-05,0.000498742,3.6686E-05,1.46521E-06,5.41601E-07,2.70221E-06,1.81792E-06,0.000103062,9.22123E-07,1.83284E-06,0
sample6,2.76045E-06,0.000180973,0.000180415,0.012359365,1.98255E-06,2.37051E-06,2.13151E-06,1.21149E-06,5.87582E-05,1.70051E-06,0,0.004159872,6.87433E-07,6.17573E-05,4.54876E-06,1.64251E-06,0.000120556,3.25427E-06,4.47301E-07,0.005527181,0.003448217,1.51578E-06,2.3764E-06,1.5034E-07,1.45632E-06,1.27079E-06,1.47065E-06,2.26423E-06,3.39307E-06,1.09759E-06,0.000536522,1.8549E-06,1.38734E-06,3.64786E-07,1.392E-06,3.26374E-06,0.000714808,1.25382E-06,5.82443E-07,1.78065E-06,1.59295E-06,1.95625E-06,0.010696953,8.49024E-07,0.012835831,1.85879E-06,1.8114E-06,7.67394E-07,3.96701E-05,2.78889E-06,2.40922E-06,6.14421E-05,1.51873E-06,4.83549E-07,0.004873318,0.000193085,1.70274E-06,1.75922E-06,3.1888E-07,0.000118934,0
sample7,4.13962E-06,0.000800398,0.000240701,1.21012E-06,5.02343E-07,3.35571E-07,8.27194E-05,1.61901E-06,0,9.64508E-07,1.30917E-06,2.13215E-06,0.0001236,2.05119E-06,1.26461E-06,8.09767E-05,1.84032E-06,1.82063E-06,0.001440451,2.03298E-08,0.000518697,1.46425E-06,5.74704E-08,0,2.03915E-06,1.54338E-06,1.8201E-06,0.001280714,2.83062E-06,0.000920868,0.003916896,3.37766E-06,0.096237065,1.4499E-06,2.53311E-07,1.17257E-06,0.000201878,0.000200025,9.5009E-07,1.33597E-06,4.47778E-06,2.71717E-06,0.0107919,2.60789E-06,0.004837117,1.47559E-06,3.23587E-06,2.23378E-06,2.07605E-06,4.28119E-05,1.94651E-06,0.000121583,1.11256E-06,1.14165E-06,0.000878901,2.25997E-06,1.92591E-06,2.81005E-06,8.20338E-07,2.16159E-06,0
sample8,2.33496E-06,7.13231E-05,0.000286935,1.51671E-06,0,0.000475269,2.03062E-06,1.50504E-06,1.72064E-06,2.47819E-06,1.74588E-06,7.40813E-05,3.26459E-06,1.13479E-06,1.64547E-06,0.000262485,1.87936E-06,1.65961E-06,6.53933E-07,1.43903E-06,2.44179E-06,0,1.59195E-06,7.22937E-05,1.15301E-06,1.58793E-06,3.52536E-07,5.83843E-07,1.2461E-06,2.53354E-07,0.00341757,4.66506E-08,1.63461E-06,2.24537E-06,2.28054E-06,0,1.54295E-06,1.68246E-06,1.82367E-06,8.35851E-07,6.30247E-07,1.18358E-06,1.37844E-06,1.33915E-06,2.97405E-06,3.53032E-06,2.11189E-06,1.33317E-06,6.01242E-07,2.58368E-06,1.62112E-06,7.27559E-07,6.06601E-07,2.0392E-07,1.74498E-06,1.83824E-06,9.97686E-07,2.96994E-06,1.40097E-06,4.62872E-07,0
sample9,9.06683E-07,0.000423093,1.13706E-06,0.009830592,1.58183E-06,1.2035E-06,0.014603536,1.07808E-06,7.09275E-05,2.08836E-06,3.20142E-06,0.019657112,7.05224E-05,2.09796E-06,1.55732E-06,1.22619E-06,0.000142881,1.7679E-06,2.39137E-05,8.74202E-07,0.026467535,1.70323E-06,1.15148E-06,0.000141996,5.53643E-07,6.87453E-07,0.000984016,1.58775E-06,1.08743E-06,2.88451E-06,0.000350561,7.94534E-07,4.15048E-07,1.79504E-06,1.79151E-07,2.47274E-06,1.59158E-06,2.53331E-06,0,2.19835E-06,4.30268E-07,1.92574E-06,0.018325054,0,0.021411999,0,1.84593E-06,1.68545E-06,5.32877E-07,1.79949E-06,1.3742E-06,0.00091573,8.23471E-07,1.27888E-06,2.59725E-06,1.378E-07,0,1.8299E-06,1.01053E-06,2.45604E-06,1
